fips_code,county,total_2008,dem_2008,gop_2008,oth_2008,total_2012,dem_2012,gop_2012,oth_2012,total_2016,dem_2016,gop_2016,oth_2016
54065,Morgan County,7276,2721,4428,127,7037,2361,4508,168,7635,1568,5718,349
06097,Sonoma County,229351,168888,55127,5336,175738,124504,45666,5568,164060,116027,37421,10612
53073,Whatcom County,100339,58236,40205,1898,91158,49743,38764,2651,104241,57197,38985,8059
50011,Franklin County,21460,13179,7853,428,19755,12057,7405,293,19373,9351,8752,1270
55133,Waukesha County,232897,85339,145152,2406,241084,77617,161567,1900,236269,79199,145519,11551
19027,Carroll County,10387,5302,4922,163,10581,4912,5577,92,10435,3305,6627,503
47111,Macon County,11437,4506,6746,185,6904,1552,5259,93,7490,1071,6260,159
48167,Galveston County,105004,41805,62258,941,109227,39162,68594,1471,123994,45503,73566,4925
35017,Grant County,13755,8142,5406,207,12744,7009,5286,449,12633,6226,5251,1156
38035,Grand Forks County,31153,16104,14520,529,29796,14008,15044,744,29711,10828,16325,2558
08011,Bent County,1920,799,1077,44,1881,778,1053,50,1892,581,1166,145
20009,Barton County,11023,3027,7802,194,12010,2693,9132,185,10088,1823,7766,499
39159,Union County,24928,8761,15744,423,24947,8546,15947,454,26533,7530,17601,1402
54033,Harrison County,31870,13582,17824,464,25948,9660,15755,533,27868,7675,18687,1506
01059,Franklin County,11693,3469,8048,176,10859,3171,7567,121,11955,2197,9466,292
42101,Philadelphia County,717329,595980,117221,4128,653598,557024,91840,4734,680227,560542,105418,14267
41071,Yamhill County,43526,20797,21390,1339,41750,18906,21711,1133,45116,18635,22589,3892
30077,Powell County,2814,1021,1683,110,2763,884,1798,81,2768,549,2017,202
27027,Clay County,29259,16666,11978,615,28771,15210,12920,641,29108,12974,13549,2585
05113,Polk County,7681,1957,5473,251,7721,1556,5950,215,8121,1210,6606,305
29229,Wright County,8514,2557,5784,173,7956,1953,5831,172,8086,1166,6703,217
48489,Willacy County,4903,3409,1456,38,5058,3595,1415,48,5082,3416,1541,125
17137,Morgan County,15353,7467,7591,295,14071,5792,7962,317,14607,4693,9060,854
04001,Apache County,24262,15390,8551,321,25465,16833,8198,434,18659,12196,5315,1148
49023,Juab County,3616,741,2683,192,3907,436,3400,71,4076,436,2759,881
42113,Sullivan County,3120,1233,1841,46,2934,1028,1859,47,3168,756,2318,94
37015,Bertie County,9763,6365,3376,22,9941,6537,3367,37,9380,5837,3476,67
05051,Garland County,43719,15899,26825,995,39241,13317,25031,893,40337,12283,26053,2001
40085,Love County,3846,1257,2589,0,3470,1034,2436,0,3787,735,2920,132
20209,Wyandotte County,57169,39865,16506,798,49422,33265,15273,884,47467,29346,15520,2601
48025,Bee County,8157,3645,4471,41,7873,3451,4354,68,8458,3443,4743,272
30061,Mineral County,1995,845,1053,97,2009,698,1212,99,1974,515,1322,137
16033,Clark County,375,64,305,6,328,66,235,27,283,44,203,36
39069,Henry County,14840,6320,8239,281,13937,5513,8111,313,13671,3690,9136,845
31009,Blaine County,316,43,266,7,301,29,268,4,313,30,273,10
08019,Clear Creek County,5767,3332,2300,135,5610,3041,2381,188,5532,2585,2426,521
54049,Marion County,23603,11618,11501,484,21414,8905,11981,528,22910,6926,14592,1392
34023,Middlesex County,321015,193812,123695,3508,285232,179515,102472,3245,282668,164887,108981,8800
25025,Suffolk County,269221,207127,57194,4900,282649,219208,58872,4569,303517,241212,50042,12263
19129,Mills County,7282,2976,4183,123,7169,2842,4211,116,7608,2080,5050,478
17203,Woodford County,19483,6999,12191,293,18848,5564,12947,337,19389,5068,13180,1141
46057,Hamlin County,2787,1043,1661,83,2793,921,1803,69,2762,555,2051,156
18075,Jay County,8315,3748,4401,166,7897,3063,4643,191,7962,1889,5697,376
39101,Marion County,29017,12870,15454,693,26433,11933,13938,562,25648,7748,16563,1337
36027,Dutchess County,132302,71060,59628,1614,114142,59885,52320,1937,120199,56874,58163,5162
08033,Dolores County,1217,369,818,30,1218,329,838,51,1230,227,936,67
51021,Bland County,2959,864,2031,64,2937,735,2144,58,3124,453,2572,99
48029,Bexar County,525715,275527,246275,3913,511405,263871,240519,7015,586038,319191,240161,26686
51117,Mecklenburg County,15082,7127,7817,138,14813,6786,7855,172,15177,6571,8283,323
27141,Sherburne County,44990,17957,26140,893,46320,17597,27848,875,47938,13299,31049,3590
19197,Wright County,6395,3102,3198,95,6174,2794,3309,71,5949,1890,3790,269
06035,Lassen County,11387,3586,7483,318,10603,3044,7261,298,9089,2026,6533,530
54095,Tyler County,3741,1241,2415,85,3245,880,2291,74,3621,505,2967,149
20015,Butler County,27873,9159,18155,559,25452,7124,17764,564,27051,6489,18781,1781
37053,Currituck County,11102,3737,7234,131,11153,3521,7431,201,12423,2879,9070,474
38017,Cass County,71419,37622,32566,1231,73275,34632,36792,1851,78807,31291,39738,7778
26153,Schoolcraft County,4326,2184,2058,84,4046,1865,2142,39,4151,1369,2556,226
46065,Hughes County,8468,3037,5298,133,8155,2786,5219,150,8173,2449,5174,550
48119,Delta County,2187,589,1580,18,2018,454,1524,40,2279,400,1836,43
48049,Brown County,15015,2822,12052,141,13936,1904,11894,138,13949,1621,12010,318
51143,Pittsylvania County,30433,11415,18730,288,30578,10855,19275,448,31687,9195,21742,750
30055,McCone County,4567,1607,2822,138,988,221,742,25,1056,154,858,44
55137,Waushara County,11849,5868,5770,211,12017,5330,6558,129,11961,3802,7669,490
56021,Laramie County,41625,16072,24549,1004,38057,13807,23247,1003,39945,11572,24844,3529
13305,Wayne County,10560,2858,7601,101,10258,2594,7553,111,10376,2039,8147,190
21137,Lincoln County,9151,2752,6273,126,9152,2582,6416,154,9555,1865,7338,352
36033,Franklin County,17520,10571,6676,273,14537,9065,5248,224,15148,6517,7636,995
21191,Pendleton County,5802,2027,3676,99,5534,1859,3556,119,6006,1164,4604,238
28093,Marshall County,16478,9685,6683,110,16141,9581,6444,116,14698,7944,6525,229
24003,Anne Arundel County,259619,125015,129682,4922,239189,115960,118165,5064,242939,116074,114509,12356
18181,White County,10767,4839,5731,197,9901,3635,5970,296,9902,2563,6813,526
51163,Rockbridge County,10195,4347,5732,116,10155,4087,5898,170,10685,3506,6671,508
38033,Golden Valley County,875,210,642,23,924,161,740,23,942,99,793,50
26023,Branch County,18285,8413,9534,338,16278,6526,9575,177,16490,4740,11025,725
27089,Marshall County,4739,2311,2285,143,4335,1854,2380,101,4794,1225,3208,361
13263,Talbot County,3700,2369,1301,30,3490,2264,1202,24,3243,2001,1196,46
29177,Ray County,11053,5241,5593,219,10346,4264,5805,277,10835,3088,7103,644
51069,Frederick County,33612,12961,20149,502,36272,12683,22851,738,40133,11920,26069,2144
30057,Madison County,1091,321,726,44,4511,1285,3115,111,4708,1175,3280,253
26129,Ogemaw County,10768,5391,5133,244,10361,4791,5437,133,10386,3030,6827,529
18049,Fulton County,9006,3702,5147,157,8120,2621,5315,184,8374,1960,6010,404
40089,McCurtain County,10539,2794,7745,0,10073,2440,7633,0,10709,1799,8642,268
51735,Poquoson City,7065,1748,5229,88,7098,1679,5312,107,7114,1599,5089,426
12003,Baker County,11059,2327,8672,60,11366,2310,8974,82,12634,2112,10294,228
06089,Shasta County,80390,28867,49588,1935,54121,18184,34561,1376,61493,17483,40447,3563
17133,Monroe County,18083,7953,9881,249,17407,6205,10879,323,19074,5522,12614,938
35011,DeBaca County,1044,359,676,9,900,287,586,27,903,192,617,94
47129,Morgan County,6822,1969,4717,136,6500,1722,4668,110,6664,1053,5429,182
54003,Berkeley County,37291,15994,20841,456,36804,14122,21956,726,42770,12287,28210,2273
05127,Scott County,3995,1053,2791,151,3637,895,2630,112,3017,507,2378,132
31037,Colfax County,3203,1125,2018,60,3047,959,2045,43,3172,857,2171,144
29179,Reynolds County,3287,1418,1782,87,3196,1155,1927,114,3032,540,2402,90
17149,Pike County,7616,3024,4457,135,7275,2276,4853,146,7458,1412,5749,297
47175,Van Buren County,2180,849,1294,37,2298,875,1384,39,2417,539,1820,58
13033,Burke County,9626,5233,4344,49,9773,5403,4298,72,9350,4730,4491,129
20199,Wallace County,804,96,690,18,781,68,702,11,779,45,711,23
28147,Walthall County,7780,3456,4253,71,7476,3386,4012,78,5909,2475,3374,60
48321,Matagorda County,12373,4440,7835,98,12110,3972,8026,112,11779,3357,8147,275
36093,Schenectady County,69842,38611,29758,1473,59614,33777,24608,1229,61629,30870,27268,3491
21219,Todd County,4941,1543,3336,62,4718,1403,3247,68,4771,1042,3612,117
06091,Sierra County,1991,743,1158,90,1779,652,1056,71,1791,596,1044,151
35028,Los Alamos County,11069,5824,5064,181,10654,5191,4796,667,10430,5443,3329,1658
13275,Thomas County,18459,7720,10642,97,18943,7651,11153,139,18730,7138,11225,367
48157,Fort Bend County,202822,98368,103206,1248,219250,101043,116028,2179,260367,134475,117212,8680
18173,Warrick County,28665,12329,16013,323,24627,8791,15350,486,29609,9086,19133,1390
31001,Adams County,13210,4685,8252,273,12451,3991,8235,225,13172,3272,9205,695
54019,Fayette County,15192,7242,7658,292,13971,5368,8304,299,15187,4246,10263,678
31061,Franklin County,1552,442,1079,31,1527,381,1110,36,1656,250,1345,61
18141,Saint Joseph County,118389,68710,48510,1169,110644,56458,52575,1611,109452,52247,52019,5186
31033,Cheyenne County,4839,1173,3572,94,4197,983,3134,80,4569,702,3610,257
10005,Sussex County,89070,40299,47939,832,93215,39971,52116,1128,105814,39329,62607,3878
20057,Ford County,8864,2991,5730,143,8082,2468,5459,155,7425,2032,4994,399
20139,Osage County,7544,2534,4820,190,6771,2228,4336,207,6894,1730,4713,451
13295,Walker County,23542,6095,17110,337,21879,5269,16245,365,23939,4213,18938,788
39035,Cuyahoga County,665352,458422,199880,7050,611512,420953,184475,6084,583230,383974,179894,19362
27043,Faribault County,8152,3736,4196,220,7689,3407,4104,178,7355,2153,4659,543
32009,Esmeralda County,427,104,303,20,435,92,317,26,423,65,329,29
29107,Lafayette County,16600,6902,9442,256,15786,5650,9800,336,15815,4047,10977,791
48477,Washington County,14377,4034,10176,167,14373,3378,10850,145,14747,3381,10944,422
48081,Coke County,1569,299,1252,18,1406,179,1216,11,1423,140,1265,18
27031,Cook County,3348,2019,1240,89,3304,1993,1221,90,3360,1912,1156,292
29089,Howard County,4855,2036,2708,111,4861,1722,3012,127,4851,1279,3277,295
29131,Miller County,11535,3553,7797,185,11019,2651,8099,269,11414,1750,9285,379
29069,Dunklin County,11764,4540,7044,180,10649,3635,6849,165,10574,2360,8026,188
21001,Adair County,7298,1668,5512,118,7600,1660,5841,99,8228,1323,6637,268
31107,Knox County,4084,1255,2728,101,4015,1055,2878,82,4061,715,3181,165
23021,Piscataquis County,9434,4430,4785,219,8990,4168,4577,245,9144,3098,5403,643
25003,Berkshire County,66130,49558,14876,1696,64078,48596,14209,1273,64507,43540,16799,4168
12073,Leon County,148608,91747,55705,1156,148335,90863,55806,1666,151925,91936,53777,6212
48155,Foard County,538,198,327,13,493,140,346,7,511,113,383,15
31129,Nuckolls County,2221,657,1498,66,2170,567,1563,40,2153,348,1709,96
26039,Crawford County,7178,3441,3561,176,6814,2994,3744,76,6833,2110,4354,369
37025,Cabarrus County,77994,31546,45924,524,82445,32453,49125,867,91002,35048,53224,2730
16021,Boundary County,4733,1484,3078,171,4544,1225,3138,181,5150,933,3789,428
28031,Covington County,9461,3852,5523,86,9145,3800,5282,63,8790,3267,5423,100
48299,Llano County,9629,2250,7281,98,9502,1818,7560,124,10377,1825,8283,269
11001,District of Columbia,265853,245800,17367,2686,243348,222332,17337,3679,280272,260223,11553,8496
38073,Ransom County,2433,1371,998,64,2412,1341,1008,63,2317,836,1209,272
46105,Perkins County,1686,499,1102,85,1590,319,1205,66,1606,188,1333,85
18123,Perry County,8490,5141,3202,147,7866,4314,3403,149,8025,3062,4556,407
41069,Wheeler County,812,281,498,33,841,262,542,37,792,153,583,56
45047,Greenwood County,29667,12348,16995,324,28525,11884,16290,351,28600,10633,16881,1086
30091,Sheridan County,2006,953,987,66,1920,661,1203,56,1825,476,1237,112
30013,Cascade County,35388,17664,16857,867,33952,14949,18039,964,33791,12053,19343,2395
19185,Wayne County,2980,1357,1565,58,2886,1251,1583,52,2921,719,2069,133
19171,Tama County,8850,4899,3820,131,8930,4737,4076,117,8636,3194,4968,474
13235,Pulaski County,3953,1377,2553,23,3681,1219,2444,18,3598,1104,2436,58
40095,Marshall County,5373,1643,3730,0,5140,1396,3744,0,5487,1095,4202,190
53037,Kittitas County,17868,8030,9471,367,15152,6462,8372,318,13766,5452,7530,784
48251,Johnson County,50050,12912,36685,453,48753,10481,37609,663,57270,10976,44370,1924
53063,Spokane County,219511,105786,108314,5411,202088,91977,104797,5314,201592,83941,100669,16982
39171,Williams County,18397,8174,9880,343,17286,7045,9863,378,16938,4287,11706,945
48463,Uvalde County,8766,4126,4590,50,8431,3824,4526,81,8936,3863,4828,245
48283,La Salle County,1776,1052,714,10,1646,965,669,12,2049,1125,870,54
55063,La Crosse County,63218,38524,23701,993,63212,36632,25711,869,62785,32402,26384,3999
53015,Cowlitz County,45229,24597,19554,1078,40976,20897,19107,972,38119,15296,20216,2607
53033,King County,922032,648230,259716,14086,871654,599796,252090,19768,883231,638033,191806,53392
16065,Madison County,13057,1627,11131,299,14412,832,13445,135,15687,1201,8941,5545
37169,Stokes County,21743,6875,14488,380,21396,5969,15142,285,22182,4645,16976,561
48217,Hill County,13188,3811,9264,113,12032,2745,9128,159,12906,2535,10075,296
18103,Miami County,14113,5564,8312,237,12758,4220,8163,375,13440,2766,9975,699
51520,Bristol City,7359,2665,4579,115,7356,2487,4776,93,6966,1832,4884,250
48425,Somervell County,3533,799,2677,57,3507,609,2858,40,3876,540,3206,130
50023,Washington County,32200,22324,9129,747,29049,20349,8092,608,28654,18594,7993,2067
36085,Richmond County,166578,79311,86062,1205,135283,67524,66420,1339,167209,67561,95612,4036
17067,Hancock County,9469,4141,5161,167,8229,3246,4810,173,7818,1744,5713,361
47053,Gibson County,21253,7406,13516,331,19667,6564,12883,220,19484,5255,13779,450
13047,Catoosa County,24496,6025,18218,253,23639,5357,17848,434,26510,4769,20860,881
40023,Choctaw County,5590,1860,3730,0,5066,1494,3572,0,5419,1064,4202,153
51147,Prince Edward County,9388,5101,4174,113,9224,5132,3952,140,9113,4590,4099,424
05083,Logan County,7907,2286,5350,271,7330,2009,5078,243,7839,1712,5737,390
48371,Pecos County,4010,1476,2480,54,4147,1591,2512,44,4167,1551,2463,153
55057,Juneau County,11530,6186,5148,196,11781,6237,5400,144,11736,4100,7188,448
21071,Floyd County,15659,7530,7741,388,14890,4733,9784,373,16521,4015,11993,513
29093,Iron County,4414,2213,2090,111,4031,1669,2252,110,4260,933,3173,154
48249,Jim Wells County,11612,6706,4841,65,11163,6492,4595,76,12346,6688,5411,247
12057,Hillsborough County,513312,272963,236355,3994,541503,286158,249904,5441,595072,306422,265928,22722
55033,Dunn County,22989,13002,9566,421,21899,11303,10210,386,22029,9025,11487,1517
21129,Lee County,2773,752,1978,43,2623,595,1977,51,2663,444,2151,68
31015,Boyd County,1110,250,839,21,1047,186,852,9,1142,128,978,36
05019,Clark County,9094,4267,4608,219,8406,3808,4343,255,8365,3606,4398,361
12085,Martin County,78294,33508,44143,643,78860,30097,48180,583,85741,30158,53182,2401
31045,Dawes County,3775,1285,2376,114,3634,1102,2435,97,3578,785,2559,234
28157,Wilkinson County,5139,3534,1560,45,4238,2940,1275,23,4174,2826,1305,43
19141,O'Brien County,7333,2338,4894,101,7295,1964,5259,72,7348,1314,5735,299
54023,Grant County,4218,997,3166,55,4572,713,3775,84,4945,510,4338,97
37093,Hoke County,15627,9227,6293,107,16800,9915,6721,164,17847,9608,7676,563
51087,Henrico County,154966,86323,67381,1262,161195,89116,70235,1844,161966,93615,59674,8677
05071,Johnson County,8180,3034,4922,224,8064,2785,5045,234,8997,2421,6072,504
36077,Otsego County,26121,13570,12026,525,21938,10975,10527,436,23024,9285,12284,1455
37165,Scotland County,14217,8151,6005,61,14020,8131,5799,90,13743,7279,6212,252
13313,Whitfield County,27677,8167,19230,280,26828,7193,19290,345,30362,7925,21514,923
20093,Kearny County,1482,309,1159,14,1341,261,1060,20,1325,224,1048,53
18101,Martin County,4903,1706,3122,75,4742,1351,3262,129,4807,881,3695,231
28061,Jasper County,9210,5025,4135,50,9340,5097,4193,50,8468,4367,4032,69
27003,Anoka County,182224,86976,91357,3891,185714,88611,93430,3673,184084,75499,93341,15244
47043,Dickson County,19519,7506,11677,336,17821,6228,11287,306,18619,4718,13213,688
39009,Athens County,31098,20722,9742,634,26112,17268,8118,726,27941,15552,10816,1573
16043,Fremont County,5880,1065,4700,115,5802,810,4907,85,5714,651,4091,972
22011,Beauregard Parish,14074,3071,10718,285,14223,2827,11111,285,15078,2393,12238,447
30075,Powder River County,1038,208,802,28,1019,170,833,16,1047,127,880,40
35006,Cibola County,9097,5827,3131,139,8154,4907,2966,281,7975,3721,3179,1075
46027,Clay County,6242,3808,2296,138,5233,2955,2146,132,5069,2608,2109,352
13245,Richmond County,79333,52100,26842,391,78865,52461,25821,583,74952,48707,24441,1804
48137,Edwards County,1035,346,673,16,883,232,641,10,1065,302,741,22
29159,Pettis County,18208,6932,11018,258,17171,5902,10840,429,18045,4322,12792,931
51181,Surry County,4325,2626,1663,36,4302,2574,1671,57,3976,2069,1785,122
15003,Honolulu County,306813,214239,88164,4410,292925,201803,87255,3867,285683,175634,90296,19753
39129,Pickaway County,23726,9077,14228,421,23443,9335,13713,395,23814,6325,16482,1007
29203,Shannon County,3838,1637,2075,126,3688,1300,2260,128,3904,776,2966,162
27123,Ramsey County,277386,182974,88942,5470,277782,184936,86799,6047,269161,176929,70778,21454
53061,Snohomish County,320333,187294,126722,6317,298759,169927,121642,7190,305281,165740,114775,24766
21045,Casey County,5957,1219,4679,59,6091,1086,4904,101,6438,767,5482,189
12053,Hernando County,87901,41886,45021,994,83593,37791,44906,896,93878,31818,59029,3031
22069,Natchitoches Parish,17067,7801,9054,212,17257,7941,9077,239,16617,7143,8965,509
47137,Pickett County,2671,854,1786,31,2446,711,1707,28,2609,536,2019,54
18007,Benton County,3814,1563,2183,68,3577,1159,2329,89,3654,860,2579,215
13269,Taylor County,3583,1536,2021,26,3537,1571,1948,18,3402,1295,2062,45
08093,Park County,9383,4250,4896,237,9054,3721,5085,248,10245,3351,6053,841
37115,Madison County,10379,5026,5192,161,10023,4466,5379,178,10966,3899,6735,332
23009,Hancock County,32165,18895,12686,584,30738,17533,12398,807,31983,16107,13682,2194
50019,Orleans County,12771,7998,4482,291,11631,7116,4306,209,10988,5181,5158,649
19013,Black Hawk County,64775,39184,24662,929,66205,39338,26078,789,63221,32006,27382,3833
26115,Monroe County,76422,39180,35858,1384,72682,36310,35593,779,74101,26859,43255,3987
27049,Goodhue County,25795,12420,12775,600,25701,12212,12986,503,25538,9446,14041,2051
54031,Hardy County,5406,1901,3376,129,5149,1477,3523,149,6022,1249,4544,229
08027,Custer County,2629,912,1672,45,2697,862,1776,59,3064,797,2059,208
48121,Denton County,243263,91160,149935,2168,240125,79917,156105,4103,293287,110000,169175,14112
53025,Grant County,27438,9601,17153,684,27041,8746,17570,725,27144,7400,17813,1931
17041,Douglas County,8356,3228,5005,123,7889,2426,5331,132,8089,1946,5695,448
16073,Owyhee County,4058,944,3024,90,3723,833,2794,96,3920,591,3052,277
31127,Nemaha County,3474,1240,2134,100,3126,1089,1979,58,3035,765,2068,202
48355,Nueces County,101230,47912,52391,927,95781,45666,48779,1336,103958,49102,50704,4152
19035,Cherokee County,6365,2890,3372,103,6367,2623,3656,88,6186,1676,4188,322
42089,Monroe County,68443,39453,28293,697,59312,33431,25100,781,65944,31930,31706,2308
20023,Cheyenne County,1498,323,1148,27,1422,231,1157,34,1409,188,1172,49
20203,Wichita County,1019,163,840,16,987,157,821,9,934,139,765,30
13121,Fulton County,404941,272000,130136,2805,386845,248479,133837,4529,407173,281875,110372,14926
06017,El Dorado County,92926,40529,50314,2083,85923,34033,49661,2229,69852,28026,37286,4540
19045,Clinton County,24719,15018,9324,377,24873,15123,9423,327,22748,10079,11249,1420
18019,Clark County,47725,21953,25326,446,47062,20775,25422,865,51104,18791,30012,2301
19125,Marion County,17030,7421,9256,353,17536,7478,9810,248,17554,5469,10940,1145
21197,Powell County,4972,2065,2837,70,4441,1620,2726,95,4952,1272,3513,167
20087,Jefferson County,8950,3542,5220,188,7725,2883,4647,195,8151,2483,5112,556
13127,Glynn County,33341,12676,20479,186,33054,11922,20853,279,34041,11738,21482,821
21109,Jackson County,5224,743,4407,74,5061,612,4365,84,5497,482,4889,126
28055,Issaquena County,950,579,364,7,787,479,302,6,699,395,298,6
31183,Wheeler County,440,96,334,10,446,93,345,8,459,62,377,20
38067,Pembina County,3307,1494,1722,91,3226,1245,1893,88,3093,681,2204,208
23013,Knox County,22980,13728,8816,436,22002,13227,8262,513,23021,12440,9148,1433
21215,Spencer County,8049,2519,5378,152,8431,2549,5726,156,9509,1921,7196,392
08045,Garfield County,23082,11357,11359,366,23695,10989,12159,547,26328,11205,13071,2052
20081,Haskell County,1570,278,1277,15,1355,202,1131,22,1300,228,1011,61
21003,Allen County,7390,2024,5258,108,7099,1808,5184,107,8085,1349,6466,270
42107,Schuylkill County,63057,28300,33767,990,57505,24453,32156,896,62750,16724,43937,2089
13153,Houston County,55931,22094,33392,445,57912,22643,34631,638,59559,22460,35351,1748
29029,Camden County,22133,7773,14074,286,21942,6458,15089,395,22182,4706,16721,755
01025,Clarke County,13435,5914,7466,55,13827,6317,7463,47,12936,5712,7109,115
41005,Clackamas County,191878,103476,83595,4807,185564,94013,87551,4000,182136,90187,79062,12887
36025,Delaware County,20389,9462,10524,403,16916,7469,9085,362,17778,5825,11012,941
48207,Haskell County,2116,699,1388,29,2006,551,1422,33,1765,314,1403,48
39103,Medina County,90451,40924,48189,1338,88849,37841,49464,1544,89360,31582,53811,3967
37185,Warren County,10195,7086,3063,46,9777,6635,3111,31,10123,6668,3302,153
29067,Douglas County,6712,2140,4405,167,6556,1709,4649,198,6664,984,5486,194
18157,Tippecanoe County,68436,37781,29822,833,56696,26642,28708,1346,61916,27207,30711,3998
41041,Lincoln County,23889,14258,8791,840,22612,13277,8623,712,24035,12300,9901,1834
13315,Wilcox County,3163,978,2159,26,3124,1059,2050,15,2973,852,2096,25
30059,Meagher County,966,298,624,44,972,269,670,33,970,191,728,51
20055,Finney County,10354,3275,6926,153,7593,2307,5108,178,9731,3006,6155,570
36041,Hamilton County,3411,1225,2141,45,2655,955,1652,48,2688,752,1795,141
17165,Saline County,11428,5083,6099,246,10713,3697,6803,213,11234,2551,8248,435
31135,Perkins County,1420,310,1092,18,1391,237,1133,21,1418,160,1202,56
05099,Nevada County,3635,1474,2062,99,3384,1314,1996,74,3233,1156,2001,76
16045,Gem County,7947,2166,5585,196,7490,1957,5311,222,7952,1229,5980,743
53067,Thurston County,126709,75882,48366,2461,111652,64879,43703,3070,116839,62130,44320,10389
42115,Susquehanna County,19286,8381,10633,272,17930,6891,10735,304,19200,5065,13295,840
37085,Harnett County,40705,16785,23579,341,42343,16858,25070,415,44955,16452,27278,1225
20035,Cowley County,13787,5012,8492,283,12444,4219,7932,293,12171,3436,8016,719
37077,Granville County,24725,13074,11447,204,26068,13529,12332,207,26920,12827,13500,593
26017,Bay County,57428,32589,23795,1044,51077,26797,23735,545,52932,21641,28327,2964
34027,Morris County,246916,112275,132331,2310,206580,90313,114265,2002,248848,114437,125376,9035
26103,Marquette County,33185,19635,12906,644,32144,18126,13609,409,32897,16042,14646,2209
31073,Gosper County,1048,260,776,12,975,230,732,13,1000,165,792,43
51173,Smyth County,12302,4239,7817,246,12751,4169,8376,206,12825,2661,9747,417
48327,Menard County,1018,295,712,11,846,170,663,13,860,153,681,26
19189,Winnebago County,6082,3254,2730,98,5878,2895,2897,86,5717,1920,3437,360
13091,Dodge County,8212,2595,5543,74,7731,2440,5214,77,6995,1836,5021,138
18009,Blackford County,5441,2677,2690,74,4740,1927,2710,103,4822,1243,3349,230
54029,Hancock County,13220,5504,7518,198,11991,4571,7159,261,12642,3247,8870,525
37111,McDowell County,18386,6571,11534,281,17953,6006,11732,215,19557,4645,14517,395
50007,Chittenden County,83440,59611,22237,1592,76531,53615,21567,1349,77263,54463,18298,4502
32029,Storey County,2392,1102,1247,43,2314,920,1321,73,2558,752,1616,190
18119,Owen County,8170,3570,4415,185,8107,2823,5062,222,8520,1946,6151,423
48011,Armstrong County,990,128,856,6,935,98,828,9,1017,70,924,23
20169,Saline County,22788,8186,14165,437,21102,6910,13697,495,21206,6084,13367,1755
48127,Dimmit County,3587,2692,874,21,2917,2141,762,14,3225,2173,974,78
46015,Brule County,2439,965,1407,67,2379,824,1499,56,2288,571,1565,152
20115,Marion County,6059,1801,4159,99,5368,1371,3865,132,5465,1177,3928,360
17119,Madison County,128334,68979,57177,2178,122203,58813,60481,2909,127902,50336,70295,7271
45019,Charleston County,154434,82698,69822,1914,160854,81027,77248,2579,175850,89048,75233,11569
19017,Bremer County,12871,6940,5741,190,13218,6710,6383,125,13350,5349,7199,802
13265,Taliaferro County,990,643,339,8,961,636,321,4,897,545,349,3
18151,Steuben County,14146,6284,7674,188,13677,4846,8542,289,14530,3741,10127,662
47055,Giles County,11689,4614,6902,173,10797,3759,6914,124,11120,2915,7964,241
45051,Horry County,104798,38879,64609,1310,104584,36620,66653,1311,124503,36731,83819,3953
12023,Columbia County,28128,9171,18670,287,27163,8462,18429,272,28696,7599,20359,738
32510,Carson City,23463,11623,11419,421,23318,10290,12394,634,25016,9610,13125,2281
40037,Creek County,28505,8318,20187,0,26078,7114,18964,0,28786,5834,21539,1413
27137,Saint Louis County,118814,77351,38742,2721,116460,74177,39675,2608,111260,57769,44631,8860
47145,Roane County,23276,7224,15658,394,21081,6014,14719,348,21580,4833,15863,884
46137,Ziebach County,891,554,312,25,761,439,314,8,766,352,368,46
18167,Vigo County,43706,25040,18121,545,39843,19707,19368,768,39569,15922,21924,1723
48123,DeWitt County,6626,1716,4888,22,6624,1463,5114,47,6822,1161,5510,151
31165,Sioux County,732,117,603,12,735,101,623,11,709,77,602,30
48221,Hood County,22596,5087,17299,210,22445,3829,18341,275,26120,4001,21367,752
41047,Marion County,124563,61816,59059,3688,115519,54337,58435,2747,110804,48803,54336,7665
39167,Washington County,18802,1238,17019,545,28798,11333,16921,544,28992,7841,19901,1250
21113,Jessamine County,20214,6236,13711,267,20620,6001,14232,387,23292,6144,15474,1674
13169,Jones County,12438,4572,7782,84,12099,4272,7740,87,12524,3960,8304,260
19059,Dickinson County,9906,4625,5162,119,10118,4088,5911,119,10247,3051,6743,453
37055,Dare County,18048,8074,9745,229,17614,7258,10102,254,19009,7079,11283,647
23011,Kennebec County,65986,37238,27482,1266,63225,35022,26506,1697,65999,29296,31753,4950
48243,Jeff Davis County,1236,468,749,19,1188,440,717,31,1175,422,694,59
25027,Worcester County,363594,202107,152101,9386,364093,195667,162022,6404,380972,197126,157138,26708
48505,Zapata County,2866,1939,919,8,3529,2517,993,19,3134,2056,1028,50
24041,Talbot County,20328,9035,10995,298,18671,7983,10442,246,18731,7865,10098,768
37131,Northampton County,10618,6903,3671,44,10719,7210,3474,35,9761,6113,3556,92
22079,Rapides Parish,57521,20127,36611,783,58008,20040,37187,781,56838,18318,36814,1706
29209,Stone County,16387,5029,11147,211,15974,3920,11780,274,16538,2886,13149,503
25011,Franklin County,38529,27919,9545,1065,37600,27024,9338,1238,37987,24369,10327,3291
51685,Manassas Park City,4140,2463,1634,43,4627,2873,1696,58,5214,3218,1732,264
28123,Scott County,11671,5025,6584,62,10584,4774,5728,82,9867,3999,5742,126
30103,Treasure County,486,156,314,16,453,114,317,22,441,59,350,32
